last_name,first_name,years_lived,position_type,position_department,position_years,source,Column 8
Bekkemellem,"Karita – tidligere Orheim, Karita Bekkemellem",1965-,str,BFD,2005,"Bekkemellem, Karita – tidligere Orheim, Karita Bekkemellem (1965-)  str BFD 2000-2001, str BFD 2005, str BLD 2006-2007",
Bekkemellem,"Karita – tidligere Orheim, Karita Bekkemellem",1965-,str,BLD,2006-2007,"Bekkemellem, Karita – tidligere Orheim, Karita Bekkemellem (1965-)  str BFD 2000-2001, str BFD 2005, str BLD 2006-2007",
Bekken,Berit Ruud,1940-,pers sekr,FFD,1965-1971,"Bekken, Berit Ruud (1940-) pers sekr FFD 1965-1971",
Bekken,Harald,1942-,stsekr,KUD,1986-1987,"Bekken, Harald (1942-) stsekr KUD 1986-1987",
Bendiksby,Hans,1941-,pers sekr,JD,1975-1976,"Bendiksby, Hans (1941-) pers sekr JD 1975-1976, pers sekr JD 1976-1977, stsekr JD 1981",
Bendiksby,Hans,1941-,pers sekr,JD,1976-1977,"Bendiksby, Hans (1941-) pers sekr JD 1975-1976, pers sekr JD 1976-1977, stsekr JD 1981",
Bendiksby,Hans,1941-,stsekr,JD,1981,"Bendiksby, Hans (1941-) pers sekr JD 1975-1976, pers sekr JD 1976-1977, stsekr JD 1981",
error,,,,,,"Bendiktsen, Åshild Marianne - tidligere Aasen, Åshild Marianne Bendiktsen (1945-)stsekr SD 1986-1988, stsekr SD 1990-1991 ",
Berg,Eivinn,1931-2013,stsekr,UD,1981-1984,"Berg, Eivinn (1931-2013) stsekr UD 1981-1984",
Berg,Hans Christian,1893-1953,stmsekr,,1940,"Berg, Hans Christian (1893-1953) stmsekr 1940-1941",
Berg,Harriet E.,1964-,stsekr,NHD,1997-2000,"Berg, Harriet E. (1964-) stsekr NHD 1997-2000",
Berg,Paal Olav,1873-1968,str,SOS,1919-1920,"Berg, Paal Olav (1873-1968) str SOS 1919-1920, str JD 1924-1926",
Berg,Paal Olav,1873-1968,str,JD,1924-1926,"Berg, Paal Olav (1873-1968) str SOS 1919-1920, str JD 1924-1926",
Berg-Hansen,"Lisbeth - tidligere Hansen, Lisbeth Berg",1963-,pol rådg,FID,1992-1996,"Berg-Hansen, Lisbeth - tidligere Hansen, Lisbeth Berg (1963-) pol rådg FID 1992-1996, stsekr SMK 2000-2001str FKD 2009-2013",
Berg-Hansen,"Lisbeth - tidligere Hansen, Lisbeth Berg",1963-,stsekr,SMK,2000-2001str FKD 2009-2013,"Berg-Hansen, Lisbeth - tidligere Hansen, Lisbeth Berg (1963-) pol rådg FID 1992-1996, stsekr SMK 2000-2001str FKD 2009-2013",
Berge,Abraham Theodor,1851-1936,str,FIN,1906-1907,"Berge, Abraham Theodor (1851-1936) str FIN 1906-1907, str KUD 1907-1908, str FIN 1910-1912, str FIN 1923, stm 1923-1924, også sjef for FIN 1923-1924",
Berge,Abraham Theodor,1851-1936,str,KUD,1907-1908,"Berge, Abraham Theodor (1851-1936) str FIN 1906-1907, str KUD 1907-1908, str FIN 1910-1912, str FIN 1923, stm 1923-1924, også sjef for FIN 1923-1924",
Berge,Abraham Theodor,1851-1936,str,FIN,1910-1912,"Berge, Abraham Theodor (1851-1936) str FIN 1906-1907, str KUD 1907-1908, str FIN 1910-1912, str FIN 1923, stm 1923-1924, også sjef for FIN 1923-1924",
Berge,Abraham Theodor,1851-1936,str,FIN,1923,"Berge, Abraham Theodor (1851-1936) str FIN 1906-1907, str KUD 1907-1908, str FIN 1910-1912, str FIN 1923, stm 1923-1924, også sjef for FIN 1923-1924",
Berge,Abraham Theodor,1851-1936,stm,,1923,"Berge, Abraham Theodor (1851-1936) str FIN 1906-1907, str KUD 1907-1908, str FIN 1910-1912, str FIN 1923, stm 1923-1924, også sjef for FIN 1923-1924",
Berge,Abraham Theodor,1851-1936,også sjef for,FIN,1923-1924,"Berge, Abraham Theodor (1851-1936) str FIN 1906-1907, str KUD 1907-1908, str FIN 1910-1912, str FIN 1923, stm 1923-1924, også sjef for FIN 1923-1924",
Berge,Frode,1966-,pers sekr,FD,1990-1992,"Berge, Frode (1966-) pers sekr FD 1990-1992, pol rådg FD 1992, pol rådg BFD og AD 1996, pol rådg BFD 1996-1997, stsekr NHD 2005-2006, stsekr NHD 2006-2007",
Berge,Frode,1966-,pol rådg,FD,1992,"Berge, Frode (1966-) pers sekr FD 1990-1992, pol rådg FD 1992, pol rådg BFD og AD 1996, pol rådg BFD 1996-1997, stsekr NHD 2005-2006, stsekr NHD 2006-2007",
Berge,Frode,1966-,pol rådg,BFD og AD,1996,"Berge, Frode (1966-) pers sekr FD 1990-1992, pol rådg FD 1992, pol rådg BFD og AD 1996, pol rådg BFD 1996-1997, stsekr NHD 2005-2006, stsekr NHD 2006-2007",
Berge,Frode,1966-,pol rådg,BFD,1996-1997,"Berge, Frode (1966-) pers sekr FD 1990-1992, pol rådg FD 1992, pol rådg BFD og AD 1996, pol rådg BFD 1996-1997, stsekr NHD 2005-2006, stsekr NHD 2006-2007",
Berge,Frode,1966-,stsekr,NHD,2005-2006,"Berge, Frode (1966-) pers sekr FD 1990-1992, pol rådg FD 1992, pol rådg BFD og AD 1996, pol rådg BFD 1996-1997, stsekr NHD 2005-2006, stsekr NHD 2006-2007",
Berge,Frode,1966-,stsekr,NHD,2006-2007,"Berge, Frode (1966-) pers sekr FD 1990-1992, pol rådg FD 1992, pol rådg BFD og AD 1996, pol rådg BFD 1996-1997, stsekr NHD 2005-2006, stsekr NHD 2006-2007",
Berge,Gunnar,1940-,str,FIN,1986-1989,"Berge, Gunnar (1940-) str FIN 1986-1989, str KOM 1992, str KAD 1993-1996, også nord samarbm 1992-1996",
Berge,Gunnar,1940-,str,KOM,1992,"Berge, Gunnar (1940-) str FIN 1986-1989, str KOM 1992, str KAD 1993-1996, også nord samarbm 1992-1996",
Berge,Gunnar,1940-,str,KAD,1993-1996,"Berge, Gunnar (1940-) str FIN 1986-1989, str KOM 1992, str KAD 1993-1996, også nord samarbm 1992-1996",
Berge,Gunnar,1940-,også nord samarbm,,1992,"Berge, Gunnar (1940-) str FIN 1986-1989, str KOM 1992, str KAD 1993-1996, også nord samarbm 1992-1996",
error,,,,,,"Berge, Unni Grønsberg (1979-)pol rådg UD (utv) 2012-2013",
Berger,Anne Cathrine,1972-,pol rådg,FKD,2009,"Berger, Anne Cathrine (1972-)pol rådg FKD 2009",
Berger,Marit,1978-,pol rådg,UD (u),2003-2005,"Berger, Marit (1978-) pol rådg UD (u) 2003-2005",
Bergersen,Berith Irene Egeberg,1951-,stsekr,KUF,2000-2001,"Bergersen, Berith Irene Egeberg (1951-) stsekr KUF 2000-2001",
Bergersen,Birger Martin,1891-1977,str,KUD,1953-1955,"Bergersen, Birger Martin (1891-1977) str KUD 1953-1955, str KUD 1955-1960",
Bergersen,Birger Martin,1891-1977,str,KUD,1955-1960,"Bergersen, Birger Martin (1891-1977) str KUD 1953-1955, str KUD 1955-1960",
Bergersen,Kristin,1968-,kst stsekr,JD,2012,"Bergersen, Kristin (1968-)kst stsekr JD 2012, stsekr JD 2012-2013",
Bergersen,Kristin,1968-,stsekr,JD,2012-2013,"Bergersen, Kristin (1968-)kst stsekr JD 2012, stsekr JD 2012-2013",
Bergesen,Helge Ole,1949-,stsekr,KUF,2001,"Bergesen, Helge Ole (1949-) stsekr KUF 2001, stsekr UFD 2002-2005",
Bergesen,Helge Ole,1949-,stsekr,UFD,2002-2005,"Bergesen, Helge Ole (1949-) stsekr KUF 2001, stsekr UFD 2002-2005",
Berget,Grete Anni,1954-,pers rådg,SMK,1990-1991,"Berget, Grete Anni (1954-) pers rådg SMK 1990-1991, str BFD 1991-1996",
Berget,Grete Anni,1954-,str,BFD,1991-1996,"Berget, Grete Anni (1954-) pers rådg SMK 1990-1991, str BFD 1991-1996",
Berget,Ole,1982-,stsekr,FIN,2013-,"Berget, Ole (1982-)stsekr FIN 2013-",
Berggrav,Dag,1925-2003,kst strsekr,,1966,"Berggrav, Dag (1925-2003) kst strsekr 1966-1969, strsekr 1974-1992 ",
Berggrav,Dag,1925-2003,strsekr,,1974,"Berggrav, Dag (1925-2003) kst strsekr 1966-1969, strsekr 1974-1992 ",
Bergli,Ellen,1946-,stsekr,FID,2000-2001,"Bergli, Ellen (1946-) stsekr FID 2000-2001",
Bergmål,Astrid,1982-,vik pol rådg,JD,2011,"Bergmål, Astrid (1982-)vik pol rådg JD 2011, vik pol rådg JD 2011-2012",
Bergmål,Astrid,1982-,vik pol rådg,JD,2011-2012,"Bergmål, Astrid (1982-)vik pol rådg JD 2011, vik pol rådg JD 2011-2012",
Bergstø,Kirsti,1981-,stsekr,BLD,2010-2012,"Bergstø, Kirsti (1981-)stsekr BLD 2010-2012",
Bergsvik,Kornelius Olai Person,1889-1975,str,SOS,1935-1936,"Bergsvik, Kornelius Olai Person (1889-1975) str SOS 1935-1936, str FIN 1936-1939",
Bergsvik,Kornelius Olai Person,1889-1975,str,FIN,1936-1939,"Bergsvik, Kornelius Olai Person (1889-1975) str SOS 1935-1936, str FIN 1936-1939",
Bernander,John Gordon,1957-,pers sekr,IND,1985,"Bernander, John Gordon (1957-) pers sekr IND 1985, pers sekr IND 1985-1986, stsekr ND 1990",
Bernander,John Gordon,1957-,pers sekr,IND,1985-1986,"Bernander, John Gordon (1957-) pers sekr IND 1985, pers sekr IND 1985-1986, stsekr ND 1990",
Bernander,John Gordon,1957-,stsekr,ND,1990,"Bernander, John Gordon (1957-) pers sekr IND 1985, pers sekr IND 1985-1986, stsekr ND 1990",
Berner,Carl Christian,1841-1918,str,S,1891-1892,"Berner, Carl Christian (1841-1918) str S 1891-1892, str KUD 1892-1893",
Berner,Carl Christian,1841-1918,str,KUD,1892-1893,"Berner, Carl Christian (1841-1918) str S 1891-1892, str KUD 1892-1893",
Berntsen,Thorbjørn,1935-,str,MD,1990-1996,"Berntsen, Thorbjørn (1935-) str MD 1990-1996, str MD 1996-1997",
Berntsen,Thorbjørn,1935-,str,MD,1996-1997,"Berntsen, Thorbjørn (1935-) str MD 1990-1996, str MD 1996-1997",
Berrefjord,Oddvar,1918-1999,str,JD,1971-1972,"Berrefjord, Oddvar (1918-1999) str JD 1971-1972, str FIN 1980-1981",
Berrefjord,Oddvar,1918-1999,str,FIN,1980-1981,"Berrefjord, Oddvar (1918-1999) str JD 1971-1972, str FIN 1980-1981",
Berrefjord,Ole,1948-,stsekr,SMK,1990-1994,"Berrefjord, Ole (1948-) stsekr SMK 1990-1994",
Berrefjord,Pål,1977-,pol rådg,NHD,2000-2001,"Berrefjord, Pål (1977-) pol rådg NHD 2000-2001",
error,,,,,,"Beyer, Sindre Fossum (1977-)pol rådg SMK 2009-2013, kst stsekr SMK 2012",
Birch,Paul Hansen,1788-1863,kst str,S,1822,"Birch, Paul Hansen (1788-1863) kst str S 1822",
Birch-Reichenwald,Christian,1814-1891,str,RevD,1858-1859,"Birch-Reichenwald, Christian (1814-1891) str RevD1858-1859, str S 1859-1860, str JD 1860-1861",
Birch-Reichenwald,Christian,1814-1891,str,S,1859-1860,"Birch-Reichenwald, Christian (1814-1891) str RevD1858-1859, str S 1859-1860, str JD 1860-1861",
Birch-Reichenwald,Christian,1814-1891,str,JD,1860-1861,"Birch-Reichenwald, Christian (1814-1891) str RevD1858-1859, str S 1859-1860, str JD 1860-1861",
Birch-Reichenwald,Peter,1843-1898,str,ABD,1889-1891,"Birch-Reichenwald, Peter (1843-1898) str ABD 1889-1891, str ID 1894-1895",
Birch-Reichenwald,Peter,1843-1898,str,ID,1894-1895,"Birch-Reichenwald, Peter (1843-1898) str ABD 1889-1891, str ID 1894-1895",
Birkeland,Inger Elise,1954-,pol rådg,SMK,1992-1996,"Birkeland, Inger Elise (1954-) pol rådg SMK 1992-1996",
Birkeland,Turid,1962-,str,KD,1996-1997,"Birkeland, Turid (1962-) str KD 1996-1997",
Bjartveit,Eleonore,1924-2002,str,KVD,1989,"Bjartveit, Eleonore (1924-2002) str KVD 1989, str KKD 1990",
Bjartveit,Eleonore,1924-2002,str,KKD,1990,"Bjartveit, Eleonore (1924-2002) str KVD 1989, str KKD 1990",
Bjartveit,Kjell Odd,1927-2011,stsekr,SOS,1972-1973,"Bjartveit, Kjell Odd (1927-2011) stsekr SOS 1972-1973",
Bjelland,Cecilie,1967-,stsekr,AD,2013,"Bjelland, Cecilie (1967-)stsekr AD 2013",
Bjerke,Juul,1928-2014,stsekr,FIN,1971-1972,"Bjerke, Juul (1928-2014) stsekr FIN 1971-1972",
Bjerke,Per Arne,1952-,stsekr,SMK,1990-1992,"Bjerke, Per Arne (1952-) stsekr SMK 1990-1992",
Bjerke,Rune,1960-,pers sekr,OED,1986-1988,"Bjerke, Rune (1960-) pers sekr OED 1986-1988",
Bjerke,Siri,1959-2012,stsekr,UD (u),1993-1996,"Bjerke, Siri (1959-2012) stsekr UD (u) 1993-1996, stsekr UD (u) 1996-1997, str MD 2000-2001",
Bjerke,Siri,1959-2012,stsekr,UD (u),1996-1997,"Bjerke, Siri (1959-2012) stsekr UD (u) 1993-1996, stsekr UD (u) 1996-1997, str MD 2000-2001",
Bjerke,Siri,1959-2012,str,MD,2000-2001,"Bjerke, Siri (1959-2012) stsekr UD (u) 1993-1996, stsekr UD (u) 1996-1997, str MD 2000-2001",
Bjerkholt,Aase Ingerid Nathalie,1915-2012,kons str,,1955,"Bjerkholt, Aase Ingerid Nathalie (1915-2012) kons str 1955-1956, str FFD 1956-1963, også str SOS 1962-1963, str FFD 1963-1965",
Bjerkholt,Aase Ingerid Nathalie,1915-2012,str,FFD,1956-1963,"Bjerkholt, Aase Ingerid Nathalie (1915-2012) kons str 1955-1956, str FFD 1956-1963, også str SOS 1962-1963, str FFD 1963-1965",
Bjerkholt,Aase Ingerid Nathalie,1915-2012,også str,SOS,1962-1963,"Bjerkholt, Aase Ingerid Nathalie (1915-2012) kons str 1955-1956, str FFD 1956-1963, også str SOS 1962-1963, str FFD 1963-1965",
Bjerkholt,Aase Ingerid Nathalie,1915-2012,str,FFD,1963-1965,"Bjerkholt, Aase Ingerid Nathalie (1915-2012) kons str 1955-1956, str FFD 1956-1963, også str SOS 1962-1963, str FFD 1963-1965",
Bjerve,Petter Jakob,1913-2004,str,FIN,1960-1963,"Bjerve, Petter Jakob (1913-2004) str FIN 1960-1963",
Bjurstrøm,Hanne,1960-,str i,MD,2009,"Bjurstrøm, Hanne (1960-)str i MD 2009, str AID (arb) 2009, str AD 2010-2012",
Bjurstrøm,Hanne,1960-,str,AID (arb),2009,"Bjurstrøm, Hanne (1960-)str i MD 2009, str AID (arb) 2009, str AD 2010-2012",
Bjurstrøm,Hanne,1960-,str,AD,2010-2012,"Bjurstrøm, Hanne (1960-)str i MD 2009, str AID (arb) 2009, str AD 2010-2012",
Bjørklund,Kjetil,1967-,pol rådg,MD,2005-2006,"Bjørklund, Kjetil (1967-) pol rådg MD 2005-2006",
Bjørlo,Alfred,1972-,pol rådg,NHD,1999-2000,"Bjørlo, Alfred (1972-) pol rådg NHD 1999-2000, pol rådg SD 2001-2004",
Bjørlo,Alfred,1972-,pol rådg,SD,2001-2004,"Bjørlo, Alfred (1972-) pol rådg NHD 1999-2000, pol rådg SD 2001-2004",
Bjørnestad,Paal André,1968-,stsekr,FIN,2013-,"Bjørnestad, Paal André (1968-)stsekr FIN 2013-",
Bjørnflaten,Anne Marit,1969-,pol rådg,UD (u),2000-2001,"Bjørnflaten, Anne Marit (1969-) pol rådg UD (u) 2000-2001",
Bjørnstad,Hugo,1953-,stsekr,FKD,2013,"Bjørnstad, Hugo (1953-)stsekr FKD 2013",
Bjørnstad,Vidar,1955-,pers sekr,DUH,1986-1987,"Bjørnstad, Vidar (1955-) pers sekr DUH 1986-1987",
Björnstjerna,Oscar Magnus Fredrik,1819-1905,stm/u s-n,,1872,"Björnstjerna, Oscar Magnus Fredrik (1819-1905) stm/u s-n 1872-1876, um s-n 1876-1880",
Björnstjerna,Oscar Magnus Fredrik,1819-1905,um s-n,,1876,"Björnstjerna, Oscar Magnus Fredrik (1819-1905) stm/u s-n 1872-1876, um s-n 1876-1880",
Bjørnøy,Helen Oddveig,1954-,str,MD,2005-2007,"Bjørnøy, Helen Oddveig (1954-) str MD 2005-2007",
Blaker,Anne Margrete,1950-,vik pol rådg NHD,,2008,"Blaker, Anne Margrete (1950-)vik pol rådg NHD 2008, vik pol rådg NHD 2008",
Blaker,Anne Margrete,1950-,vik pol rådg,NHD,2008,"Blaker, Anne Margrete (1950-)vik pol rådg NHD 2008, vik pol rådg NHD 2008",
Blakstad,Eli,1962-,stsekr,OED,2011-2012,"Blakstad, Eli (1962-)stsekr OED 2011-2012, stsekr KRD 2013",
Blakstad,Eli,1962-,stsekr,KRD,2013,"Blakstad, Eli (1962-)stsekr OED 2011-2012, stsekr KRD 2013",
Blankholm,Aud,1947-,pers sekr,SOS,1981-1983,"Blankholm, Aud (1947-) pers sekr SOS 1981-1983",
Blattmann,Trond,1964-,pol rådg,FAD,2009-,"Blattmann, Trond (1964-)pol rådg FAD 2009-",
Blegen,Kari,1942-2010,stsekr,IND,1986-1987,"Blegen, Kari (1942-2010) stsekr IND 1986-1987",
Blehr,Eivind,1881-1957,min,HD og ForsD NS,1942-1943,"Blehr, Eivind (1881-1957) min HD og ForsD NS 1942-1943, min ND NS 1943-1944",
Blehr,Eivind,1881-1957,min,ND NS,1943-1944,"Blehr, Eivind (1881-1957) min HD og ForsD NS 1942-1943, min ND NS 1943-1944",
Blehr,Otto Albert,1847-1927,stm,S,1891-1893,"Blehr, Otto Albert (1847-1927) stm S 1891-1893, stm S 1898-1902, stm 1902-1903, også sjef for ID 1902-1903, også sjef for HD 1903, også sjef for RevD 1903, kst str FIN 1915, str JD 1917-1920, stm 1921-1923, også sjef for JD 1921-1923",
Blehr,Otto Albert,1847-1927,stm,S,1898-1902,"Blehr, Otto Albert (1847-1927) stm S 1891-1893, stm S 1898-1902, stm 1902-1903, også sjef for ID 1902-1903, også sjef for HD 1903, også sjef for RevD 1903, kst str FIN 1915, str JD 1917-1920, stm 1921-1923, også sjef for JD 1921-1923",
Blehr,Otto Albert,1847-1927,stm,,1902,"Blehr, Otto Albert (1847-1927) stm S 1891-1893, stm S 1898-1902, stm 1902-1903, også sjef for ID 1902-1903, også sjef for HD 1903, også sjef for RevD 1903, kst str FIN 1915, str JD 1917-1920, stm 1921-1923, også sjef for JD 1921-1923",
Blehr,Otto Albert,1847-1927,også sjef for,ID,1902-1903,"Blehr, Otto Albert (1847-1927) stm S 1891-1893, stm S 1898-1902, stm 1902-1903, også sjef for ID 1902-1903, også sjef for HD 1903, også sjef for RevD 1903, kst str FIN 1915, str JD 1917-1920, stm 1921-1923, også sjef for JD 1921-1923",
Blehr,Otto Albert,1847-1927,også sjef for,HD,1903,"Blehr, Otto Albert (1847-1927) stm S 1891-1893, stm S 1898-1902, stm 1902-1903, også sjef for ID 1902-1903, også sjef for HD 1903, også sjef for RevD 1903, kst str FIN 1915, str JD 1917-1920, stm 1921-1923, også sjef for JD 1921-1923",
Blehr,Otto Albert,1847-1927,også sjef for,RevD,1903,"Blehr, Otto Albert (1847-1927) stm S 1891-1893, stm S 1898-1902, stm 1902-1903, også sjef for ID 1902-1903, også sjef for HD 1903, også sjef for RevD 1903, kst str FIN 1915, str JD 1917-1920, stm 1921-1923, også sjef for JD 1921-1923",
Blehr,Otto Albert,1847-1927,kst str,FIN,1915,"Blehr, Otto Albert (1847-1927) stm S 1891-1893, stm S 1898-1902, stm 1902-1903, også sjef for ID 1902-1903, også sjef for HD 1903, også sjef for RevD 1903, kst str FIN 1915, str JD 1917-1920, stm 1921-1923, også sjef for JD 1921-1923",
Blehr,Otto Albert,1847-1927,str,JD,1917-1920,"Blehr, Otto Albert (1847-1927) stm S 1891-1893, stm S 1898-1902, stm 1902-1903, også sjef for ID 1902-1903, også sjef for HD 1903, også sjef for RevD 1903, kst str FIN 1915, str JD 1917-1920, stm 1921-1923, også sjef for JD 1921-1923",
Blehr,Otto Albert,1847-1927,stm,,1921,"Blehr, Otto Albert (1847-1927) stm S 1891-1893, stm S 1898-1902, stm 1902-1903, også sjef for ID 1902-1903, også sjef for HD 1903, også sjef for RevD 1903, kst str FIN 1915, str JD 1917-1920, stm 1921-1923, også sjef for JD 1921-1923",
Blehr,Otto Albert,1847-1927,også sjef for,JD,1921-1923,"Blehr, Otto Albert (1847-1927) stm S 1891-1893, stm S 1898-1902, stm 1902-1903, også sjef for ID 1902-1903, også sjef for HD 1903, også sjef for RevD 1903, kst str FIN 1915, str JD 1917-1920, stm 1921-1923, også sjef for JD 1921-1923",
Blix,Elias,1836-1902,str,KUD,1884-1885,"Blix, Elias (1836-1902) str KUD 1884-1885, str S 1885-1886, str KUD 1886-1888",
Blix,Elias,1836-1902,str,S,1885-1886,"Blix, Elias (1836-1902) str KUD 1884-1885, str S 1885-1886, str KUD 1886-1888",
Blix,Elias,1836-1902,str,KUD,1886-1888,"Blix, Elias (1836-1902) str KUD 1884-1885, str S 1885-1886, str KUD 1886-1888",
Bloch,Hans Glad,1791-1865,str,ArmD,1853-1856,"Bloch, Hans Glad (1791-1865) str ArmD 1853-1856, str S 1856-1857, str int S 1857, str ArmD 1857-1858, str ArmD 1858-1860",
Bloch,Hans Glad,1791-1865,str,S,1856-1857,"Bloch, Hans Glad (1791-1865) str ArmD 1853-1856, str S 1856-1857, str int S 1857, str ArmD 1857-1858, str ArmD 1858-1860",
Bloch,Hans Glad,1791-1865,str int,S,1857,"Bloch, Hans Glad (1791-1865) str ArmD 1853-1856, str S 1856-1857, str int S 1857, str ArmD 1857-1858, str ArmD 1858-1860",
Bloch,Hans Glad,1791-1865,str,ArmD,1857-1858,"Bloch, Hans Glad (1791-1865) str ArmD 1853-1856, str S 1856-1857, str int S 1857, str ArmD 1857-1858, str ArmD 1858-1860",
Bloch,Hans Glad,1791-1865,str,ArmD,1858-1860,"Bloch, Hans Glad (1791-1865) str ArmD 1853-1856, str S 1856-1857, str int S 1857, str ArmD 1857-1858, str ArmD 1858-1860",
Blom,Edvard Kristoffer Storm,1848-1904,stmsekr,,1891,"Blom, Edvard Kristoffer Storm (1848-1904) stmsekr 1891, stmsekr 1891-1893, stmsekr 1898-1900",
Blom,Edvard Kristoffer Storm,1848-1904,stmsekr,,1891,"Blom, Edvard Kristoffer Storm (1848-1904) stmsekr 1891, stmsekr 1891-1893, stmsekr 1898-1900",
Blom,Edvard Kristoffer Storm,1848-1904,stmsekr,,1898,"Blom, Edvard Kristoffer Storm (1848-1904) stmsekr 1891, stmsekr 1891-1893, stmsekr 1898-1900",
Blom,Gustav Peter,1785-1869,tilf str int,,1852,"Blom, Gustav Peter (1785-1869) tilf str int 1852, tilf str int 1852-1853",
Blom,Gustav Peter,1785-1869,tilf str int,,1852,"Blom, Gustav Peter (1785-1869) tilf str int 1852, tilf str int 1852-1853",
Blåfjelldal,Hanne,1981-,stsekr,LMD,2013-,"Blåfjelldal, Hanne (1981-)stsekr LMD 2013-",
Bojer,Halvard Lange,1905-1979,stsekr,SD,1956-1960,"Bojer, Halvard Lange (1905-1979) stsekr SD 1956-1960",
Bokhari,Laila,1974-,stsekr,SMK,2013-,"Bokhari, Laila (1974-)stsekr SMK 2013-",
Bolle,Eivind,1923-2012,str,FID,1973-1976,"Bolle, Eivind (1923-2012) str FID 1973-1976, str FID 1976-1981, str FID 1981",
Bolle,Eivind,1923-2012,str,FID,1976-1981,"Bolle, Eivind (1923-2012) str FID 1973-1976, str FID 1976-1981, str FID 1981",
Bolle,Eivind,1923-2012,str,FID,1981,"Bolle, Eivind (1923-2012) str FID 1973-1976, str FID 1976-1981, str FID 1981",
Bolstad,Trygve,1951-,pol rådg,NHD,2001,"Bolstad, Trygve (1951-) pol rådg NHD 2001",
Bondevik,Kjell,1901-1983,str,SOS,1963,"Bondevik, Kjell (1901-1983) str SOS 1963, str KUD 1965-1971",
Bondevik,Kjell,1901-1983,str,KUD,1965-1971,"Bondevik, Kjell (1901-1983) str SOS 1963, str KUD 1965-1971",
Bondevik,Kjell Magne,1947-,stsekr,SMK,1972-1973,"Bondevik, Kjell Magne (1947-) stsekr SMK 1972-1973, str KUD 1983-1986, også stm stedf 1985-1986, um 1989-1990, stm 1997-2000, stm 2001-2005",
Bondevik,Kjell Magne,1947-,str,KUD,1983-1986,"Bondevik, Kjell Magne (1947-) stsekr SMK 1972-1973, str KUD 1983-1986, også stm stedf 1985-1986, um 1989-1990, stm 1997-2000, stm 2001-2005",
Bondevik,Kjell Magne,1947-,også stm stedf,,1985,"Bondevik, Kjell Magne (1947-) stsekr SMK 1972-1973, str KUD 1983-1986, også stm stedf 1985-1986, um 1989-1990, stm 1997-2000, stm 2001-2005",
Bondevik,Kjell Magne,1947-,um,,1989,"Bondevik, Kjell Magne (1947-) stsekr SMK 1972-1973, str KUD 1983-1986, også stm stedf 1985-1986, um 1989-1990, stm 1997-2000, stm 2001-2005",
Bondevik,Kjell Magne,1947-,stm,,1997,"Bondevik, Kjell Magne (1947-) stsekr SMK 1972-1973, str KUD 1983-1986, også stm stedf 1985-1986, um 1989-1990, stm 1997-2000, stm 2001-2005",
Bondevik,Kjell Magne,1947-,stm,,2001,"Bondevik, Kjell Magne (1947-) stsekr SMK 1972-1973, str KUD 1983-1986, også stm stedf 1985-1986, um 1989-1990, stm 1997-2000, stm 2001-2005",
Bonnevie,Jacob Aall,1838-1904,str,KUD,1889-1891,"Bonnevie, Jacob Aall (1838-1904) str KUD 1889-1891",
Bonnevie-Svendsen,Conrad,1898-1983,kons str,KUD,1945,"Bonnevie-Svendsen, Conrad (1898-1983) kons str KUD 1945",
Borgen,Hans,1908-1983,str,LD,1963,"Borgen, Hans (1908-1983) str LD 1963",
Borgen,Kjell,1939-1996,str,SD,1986-1988,"Borgen, Kjell (1939-1996) str SD 1986-1988, str KAD 1988-1989, str KAD 1990-1992, også nord samarbm 1990-1992",
Borgen,Kjell,1939-1996,str,KAD,1988-1989,"Borgen, Kjell (1939-1996) str SD 1986-1988, str KAD 1988-1989, str KAD 1990-1992, også nord samarbm 1990-1992",
Borgen,Kjell,1939-1996,str,KAD,1990-1992,"Borgen, Kjell (1939-1996) str SD 1986-1988, str KAD 1988-1989, str KAD 1990-1992, også nord samarbm 1990-1992",
Borgen,Kjell,1939-1996,også nord samarbm,,1990,"Borgen, Kjell (1939-1996) str SD 1986-1988, str KAD 1988-1989, str KAD 1990-1992, også nord samarbm 1990-1992",
Borgerud,Ingeborg Moen,1949-,stsekr,JD,1992-1996,"Borgerud, Ingeborg Moen (1949-) stsekr JD 1992-1996",
Borgundvaag,Bjørgulv Vinje,1975-,stsekr,KUD,2014-,"Borgundvaag, Bjørgulv Vinje (1975-)stsekr KUD 2014-",
Borten,Per,1913-2005,stm,,1965,"Borten, Per (1913-2005) stm 1965-1971",
Bothner,Harald,1850-1924,str,S,1905,"Bothner, Harald (1850-1924) str S 1905, str RevD 1905, str JD 1905-1907",
Bothner,Harald,1850-1924,str,RevD,1905,"Bothner, Harald (1850-1924) str S 1905, str RevD 1905, str JD 1905-1907",
